3645	0	0	0	0	-1	-1.000000
3665	0	0	0	0	-1	-1.000000
3685	0	0	0	0	-1	-1.000000
3705	0	0	0	0	-1	-1.000000
3725	0	0	0	0	-1	-1.000000
3745	0	0	0	0	-1	-1.000000
3765	0	0	0	0	-1	-1.000000
3785	0	0	0	0	-1	-1.000000
3805	0	0	0	0	-1	-1.000000
3825	0	0	0	0	-1	-1.000000
3845	0	0	0	0	-1	-1.000000
3865	0	0	0	0	-1	-1.000000
3885	0	0	0	0	-1	-1.000000
3905	0	0	0	0	-1	-1.000000
3925	0	0	0	0	-1	-1.000000
3945	0	0	0	0	-1	-1.000000
3965	0	0	0	0	-1	-1.000000
3985	0	0	0	0	-1	-1.000000
4005	0	0	0	0	-1	-1.000000
4025	0	0	0	0	-1	-1.000000
4045	0	0	0	0	-1	-1.000000
4065	0	0	0	0	-1	-1.000000
4085	0	0	0	0	-1	-1.000000
4105	0	0	0	0	-1	-1.000000
4125	0	0	0	0	-1	-1.000000
4145	0	0	0	0	-1	-1.000000
4165	0	0	0	0	-1	-1.000000
4185	0	0	0	0	-1	-1.000000
4205	0	0	0	0	-1	-1.000000
4225	0	0	0	0	-1	-1.000000
4245	0	0	0	0	-1	-1.000000
4265	0	0	0	0	-1	-1.000000
4285	0	0	0	0	-1	-1.000000
4305	0	0	0	0	-1	-1.000000
4325	0	0	0	0	-1	-1.000000
4345	0	0	0	0	-1	-1.000000
4365	0	0	0	0	-1	-1.000000
4385	0	0	0	0	-1	-1.000000
4405	0	0	0	0	-1	-1.000000
4425	0	0	0	0	-1	-1.000000
4445	0	0	0	0	-1	-1.000000
4465	0	0	0	0	-1	-1.000000
4485	0	0	0	0	-1	-1.000000
4505	0	0	0	0	-1	-1.000000
4525	0	0	0	0	-1	-1.000000
4545	0	0	0	0	-1	-1.000000
4565	0	0	0	0	-1	-1.000000
4585	0	0	0	0	-1	-1.000000
4605	0	0	0	0	-1	-1.000000
4625	0	0	0	0	-1	-1.000000
4645	0	0	0	0	-1	-1.000000
4665	0	0	0	0	-1	-1.000000
4685	0	0	0	0	-1	-1.000000
4705	0	0	0	0	-1	-1.000000
4725	0	0	0	0	-1	-1.000000
4745	0	0	0	0	-1	-1.000000
4765	0	0	0	0	-1	-1.000000
4785	0	0	0	0	-1	-1.000000
4805	0	0	0	0	-1	-1.000000
4825	0	0	0	0	-1	-1.000000
4845	0	0	0	0	-1	-1.000000
4865	0	0	0	0	-1	-1.000000
4885	0	0	0	0	-1	-1.000000
4905	0	0	0	0	-1	-1.000000
4925	0	0	0	0	-1	-1.000000
4945	0	0	0	0	-1	-1.000000
4965	0	0	0	0	-1	-1.000000
4985	0	0	0	0	-1	-1.000000
5005	0	0	0	0	-1	-1.000000
5025	0	0	0	0	-1	-1.000000
5045	0	0	0	0	-1	-1.000000
5065	0	0	0	0	-1	-1.000000
5085	0	0	0	0	-1	-1.000000
5105	0	0	0	0	-1	-1.000000
5125	0	0	0	0	-1	-1.000000
5145	0	0	0	0	-1	-1.000000
5165	0	0	0	0	-1	-1.000000
5185	0	0	0	0	-1	-1.000000
5205	0	0	0	0	-1	-1.000000
5225	0	0	0	0	-1	-1.000000
5245	0	0	0	0	-1	-1.000000
5265	0	0	0	0	-1	-1.000000
5285	0	0	0	0	-1	-1.000000
5305	0	0	0	0	-1	-1.000000
5325	0	0	0	0	-1	-1.000000
5345	0	0	0	0	-1	-1.000000
5365	0	0	0	0	-1	-1.000000
5385	0	0	0	0	-1	-1.000000
5405	0	0	0	0	-1	-1.000000
5425	0	0	0	0	-1	-1.000000
5445	0	0	0	0	-1	-1.000000
5465	0	0	0	0	-1	-1.000000
5485	0	0	0	0	-1	-1.000000
5505	0	0	0	0	-1	-1.000000
5525	0	0	0	0	-1	-1.000000
5545	0	0	0	0	-1	-1.000000
5565	0	0	0	0	-1	-1.000000
5585	0	0	0	0	-1	-1.000000
5605	0	0	0	0	-1	-1.000000
5625	0	0	0	0	-1	-1.000000
5645	0	0	0	0	-1	-1.000000
5665	0	0	0	0	-1	-1.000000
5685	0	0	0	0	-1	-1.000000
5705	0	0	0	0	-1	-1.000000
5725	0	0	0	0	-1	-1.000000
5745	0	0	0	0	-1	-1.000000
5765	0	0	0	0	-1	-1.000000
5785	0	0	0	0	-1	-1.000000
5805	0	0	0	0	-1	-1.000000
5825	0	0	0	0	-1	-1.000000
5845	0	0	0	0	-1	-1.000000
5865	0	0	0	0	-1	-1.000000
5885	0	0	0	0	-1	-1.000000
